function,strategy,dim,seed,fx
rastrigin,MedianCenterStrategy,20,2023,264.57654620813713
rastrigin,MedianCenterStrategy,20,86,224.52355091605418
rastrigin,MedianCenterStrategy,20,1000,252.69230764664104
rastrigin,MedianCenterStrategy,20,2000,231.67788753831223
rastrigin,MedianCenterStrategy,20,1232,320.75553981009864
rastrigin,MedianCenterStrategy,20,10023,295.0003628881469
rastrigin,MedianCenterStrategy,20,12,324.1299877997617
rastrigin,MedianCenterStrategy,20,675,342.1931081371506
rastrigin,MedianCenterStrategy,20,55,398.83181188519
rastrigin,MedianCenterStrategy,20,43,279.8632314439553
rastrigin,MedianCenterStrategy,20,34534,293.4561832513028
rastrigin,MedianCenterStrategy,20,22222,256.48002388672546
rastrigin,WeightedFitnessCenterStrategy,20,42,14.924385856399397
rastrigin,WeightedFitnessCenterStrategy,20,123,21.8890791047761
rastrigin,WeightedFitnessCenterStrategy,20,7,38.803367961904826
rastrigin,WeightedFitnessCenterStrategy,20,2024,47.757943968858314
rastrigin,WeightedFitnessCenterStrategy,20,999,26.86385419352814
rastrigin,WeightedFitnessCenterStrategy,20,1,18.904212009134397
rastrigin,WeightedFitnessCenterStrategy,20,314,30.843700542977558
rastrigin,WeightedFitnessCenterStrategy,20,2718,24.87396131387507
rastrigin,WeightedFitnessCenterStrategy,20,2023,20.894125085501884
rastrigin,WeightedFitnessCenterStrategy,20,86,36.81342965100379
rastrigin,WeightedFitnessCenterStrategy,20,1000,36.81341449210839
rastrigin,WeightedFitnessCenterStrategy,20,2000,23.8789820600673
rastrigin,WeightedFitnessCenterStrategy,20,1232,16.914293894947832
rastrigin,WeightedFitnessCenterStrategy,20,10023,15.919339875673586
rastrigin,WeightedFitnessCenterStrategy,20,12,28.8537874666101
rastrigin,WeightedFitnessCenterStrategy,20,675,36.813429651003815
rastrigin,WeightedFitnessCenterStrategy,20,55,18.90421200913437
rastrigin,WeightedFitnessCenterStrategy,20,43,13.92942176148702
rastrigin,WeightedFitnessCenterStrategy,20,34534,29.848721289169816
rastrigin,WeightedFitnessCenterStrategy,20,22222,23.878997218962695
rastrigin,WeightedRankCenterStrategy,20,42,166.03305167091713
rastrigin,WeightedRankCenterStrategy,20,123,213.76985040279695
rastrigin,WeightedRankCenterStrategy,20,7,280.7628121817568
rastrigin,WeightedRankCenterStrategy,20,2024,247.72592680254544
rastrigin,WeightedRankCenterStrategy,20,999,212.15424046181414
rastrigin,WeightedRankCenterStrategy,20,1,210.74015778217995
rastrigin,WeightedRankCenterStrategy,20,314,182.70343138056052
rastrigin,WeightedRankCenterStrategy,20,2718,296.1252324917666
rastrigin,WeightedRankCenterStrategy,20,2023,196.47227518687978
rastrigin,WeightedRankCenterStrategy,20,86,224.2455303913116
rastrigin,WeightedRankCenterStrategy,20,1000,283.52642030833437
rastrigin,WeightedRankCenterStrategy,20,2000,225.9817791457342
rastrigin,WeightedRankCenterStrategy,20,1232,322.6255553293321
rastrigin,WeightedRankCenterStrategy,20,10023,232.83900758298802
rastrigin,WeightedRankCenterStrategy,20,12,160.59341530967208
rastrigin,WeightedRankCenterStrategy,20,675,219.56181373804606
rastrigin,WeightedRankCenterStrategy,20,55,290.76451886829415
rastrigin,WeightedRankCenterStrategy,20,43,261.98470369777743
rastrigin,WeightedRankCenterStrategy,20,34534,265.16506515962044
rastrigin,WeightedRankCenterStrategy,20,22222,222.1961973706688
rastrigin,TrimmedMeanCenterStrategy,20,42,215.59792360693362
rastrigin,TrimmedMeanCenterStrategy,20,123,222.36198361854056
rastrigin,TrimmedMeanCenterStrategy,20,7,214.76158030252793
rastrigin,TrimmedMeanCenterStrategy,20,2024,203.1906285844024
rastrigin,TrimmedMeanCenterStrategy,20,999,239.74350316292166
rastrigin,TrimmedMeanCenterStrategy,20,1,299.84121956153587
rastrigin,TrimmedMeanCenterStrategy,20,314,253.90995215222148
rastrigin,TrimmedMeanCenterStrategy,20,2718,251.25573530040788
rastrigin,TrimmedMeanCenterStrategy,20,2023,246.60547385965052
rastrigin,TrimmedMeanCenterStrategy,20,86,222.36629757019617
rastrigin,TrimmedMeanCenterStrategy,20,1000,226.823839727152
rastrigin,TrimmedMeanCenterStrategy,20,2000,284.6835590161888
rastrigin,TrimmedMeanCenterStrategy,20,1232,204.84712333134337
rastrigin,TrimmedMeanCenterStrategy,20,10023,163.64423549953813
rastrigin,TrimmedMeanCenterStrategy,20,12,274.19245626468705
rastrigin,TrimmedMeanCenterStrategy,20,675,277.06014868975035
rastrigin,TrimmedMeanCenterStrategy,20,55,280.39427422436324
rastrigin,TrimmedMeanCenterStrategy,20,43,257.4412889995256
rastrigin,TrimmedMeanCenterStrategy,20,34534,218.16668146132122
rastrigin,TrimmedMeanCenterStrategy,20,22222,255.73737947473882
rosenbrock,ArithmeticMeanCenterStrategy,2,42,6.99608344287974e-11
rosenbrock,ArithmeticMeanCenterStrategy,2,123,5.131937312096396e-06
rosenbrock,ArithmeticMeanCenterStrategy,2,7,8.571306073004239e-12
rosenbrock,ArithmeticMeanCenterStrategy,2,2024,2.7955061613385648e-12
rosenbrock,ArithmeticMeanCenterStrategy,2,999,1.580004277413392e-13
rosenbrock,ArithmeticMeanCenterStrategy,2,1,1.1602702054251465e-06
rosenbrock,ArithmeticMeanCenterStrategy,2,314,2.3334311799399176e-11
rosenbrock,ArithmeticMeanCenterStrategy,2,2718,1.2022290421277093e-19
rosenbrock,ArithmeticMeanCenterStrategy,2,2023,6.743000803775269e-12
rosenbrock,ArithmeticMeanCenterStrategy,2,86,1.2806674301926135e-11
rosenbrock,ArithmeticMeanCenterStrategy,2,1000,6.408396826245422e-16
rosenbrock,ArithmeticMeanCenterStrategy,2,2000,5.678853474818126e-12
rosenbrock,ArithmeticMeanCenterStrategy,2,1232,1.0976592884805667e-08
rosenbrock,ArithmeticMeanCenterStrategy,2,10023,4.018751091964151e-14
rosenbrock,ArithmeticMeanCenterStrategy,2,12,8.646275585640423e-09
rosenbrock,ArithmeticMeanCenterStrategy,2,675,4.556273086180154e-22
rosenbrock,ArithmeticMeanCenterStrategy,2,55,1.6781192578405987e-07
rosenbrock,ArithmeticMeanCenterStrategy,2,43,1.2636851103555961e-11
rosenbrock,ArithmeticMeanCenterStrategy,2,34534,5.8824714127644755e-15
rosenbrock,ArithmeticMeanCenterStrategy,2,22222,1.1897883926887145e-09
rosenbrock,MedianCenterStrategy,2,42,0.003151186186105976
rosenbrock,MedianCenterStrategy,2,123,0.00016213948361109217
rosenbrock,MedianCenterStrategy,2,7,3.399813932672719e-05
rosenbrock,MedianCenterStrategy,2,2024,2.4230808634766615e-07
rosenbrock,MedianCenterStrategy,2,999,2.9712379752528692e-06
rosenbrock,MedianCenterStrategy,2,1,0.0009260328446267836
rosenbrock,MedianCenterStrategy,2,314,5.016556219656969e-08
rosenbrock,MedianCenterStrategy,2,2718,1.2257524375495867e-13
rosenbrock,MedianCenterStrategy,2,2023,7.917750027674602e-07
rosenbrock,MedianCenterStrategy,2,86,4.35069599957884e-07
rosenbrock,MedianCenterStrategy,2,1000,0.0006651936088662427
rosenbrock,MedianCenterStrategy,2,2000,6.787881011646274e-05
rosenbrock,MedianCenterStrategy,2,1232,0.07723302675481643
rosenbrock,MedianCenterStrategy,2,10023,1.8684503252937404e-12
rosenbrock,MedianCenterStrategy,2,12,0.0002500207676226554
rosenbrock,MedianCenterStrategy,2,675,1.0503931800108784e-07
rosenbrock,MedianCenterStrategy,2,55,1.3135557458050204e-08
rosenbrock,MedianCenterStrategy,2,43,1.4483579245223974e-06
rosenbrock,MedianCenterStrategy,2,34534,1.7099121173893149e-09
rosenbrock,MedianCenterStrategy,2,22222,1.1409030423966488e-06
rosenbrock,WeightedFitnessCenterStrategy,2,42,5.158945465910581e-22
rosenbrock,WeightedFitnessCenterStrategy,2,123,9.934635534868738e-16
rosenbrock,WeightedFitnessCenterStrategy,2,7,1.6549694227021333e-16
rosenbrock,WeightedFitnessCenterStrategy,2,2024,1.6993672824650218e-22
rosenbrock,WeightedFitnessCenterStrategy,2,999,9.225895295510911e-15
rosenbrock,WeightedFitnessCenterStrategy,2,1,2.4411245693270324e-16
rosenbrock,WeightedFitnessCenterStrategy,2,314,1.680855527952757e-20
rosenbrock,WeightedFitnessCenterStrategy,2,2718,1.7851001425827335e-18
rosenbrock,WeightedFitnessCenterStrategy,2,2023,4.6288722434088914e-14
rosenbrock,WeightedFitnessCenterStrategy,2,86,5.2002182000073856e-18
rosenbrock,WeightedFitnessCenterStrategy,2,1000,1.1776830842412082e-16
rosenbrock,WeightedFitnessCenterStrategy,2,2000,3.859113676035806e-15
rosenbrock,WeightedFitnessCenterStrategy,2,1232,1.7174022146869873e-20
rosenbrock,WeightedFitnessCenterStrategy,2,10023,1.1618641457546225e-17
rosenbrock,WeightedFitnessCenterStrategy,2,12,6.724980098127011e-15
rosenbrock,WeightedFitnessCenterStrategy,2,675,5.115418435850944e-22
rosenbrock,WeightedFitnessCenterStrategy,2,55,1.5389594682937784e-17
rosenbrock,WeightedFitnessCenterStrategy,2,43,2.3438785511339554e-19
rosenbrock,WeightedFitnessCenterStrategy,2,34534,8.090513959192803e-19
rosenbrock,WeightedFitnessCenterStrategy,2,22222,3.759845220641475e-15
rosenbrock,WeightedRankCenterStrategy,2,42,9.250288563653748e-23
rosenbrock,WeightedRankCenterStrategy,2,123,2.1348561035121145e-15
rosenbrock,WeightedRankCenterStrategy,2,7,1.4880227538492878e-20
rosenbrock,WeightedRankCenterStrategy,2,2024,4.3606229106070534e-23
rosenbrock,WeightedRankCenterStrategy,2,999,4.775631630206352e-22
rosenbrock,WeightedRankCenterStrategy,2,1,5.323900825154368e-23
rosenbrock,WeightedRankCenterStrategy,2,314,4.435610987454006e-22
rosenbrock,WeightedRankCenterStrategy,2,2718,5.71252974198587e-23
rosenbrock,WeightedRankCenterStrategy,2,2023,2.4510981299307454e-22
rosenbrock,WeightedRankCenterStrategy,2,86,6.39620815561989e-22
rosenbrock,WeightedRankCenterStrategy,2,1000,9.342823367785802e-23
rosenbrock,WeightedRankCenterStrategy,2,2000,3.0327413049279346e-16
rosenbrock,WeightedRankCenterStrategy,2,1232,2.4938235962009845e-14
rosenbrock,WeightedRankCenterStrategy,2,10023,8.047486362794548e-22
rosenbrock,WeightedRankCenterStrategy,2,12,2.9863620321076047e-22
rosenbrock,WeightedRankCenterStrategy,2,675,9.283899393842153e-23
rosenbrock,WeightedRankCenterStrategy,2,55,9.686492420734276e-23
rosenbrock,WeightedRankCenterStrategy,2,43,2.1921635984757423e-22
rosenbrock,WeightedRankCenterStrategy,2,34534,1.0314662419958931e-22
rosenbrock,WeightedRankCenterStrategy,2,22222,5.413958077784555e-20
rosenbrock,TrimmedMeanCenterStrategy,2,42,3.824893839341098e-22
rosenbrock,TrimmedMeanCenterStrategy,2,123,2.4874674141240392e-21
rosenbrock,TrimmedMeanCenterStrategy,2,7,2.284246668189695e-22
rosenbrock,TrimmedMeanCenterStrategy,2,2024,4.428903567445315e-22
rosenbrock,TrimmedMeanCenterStrategy,2,999,1.9561340972453708e-22
rosenbrock,TrimmedMeanCenterStrategy,2,1,8.591064942728908e-23
rosenbrock,TrimmedMeanCenterStrategy,2,314,7.978863323560127e-23
rosenbrock,TrimmedMeanCenterStrategy,2,2718,4.641090143108651e-22
rosenbrock,TrimmedMeanCenterStrategy,2,2023,1.4412858458265678e-21
rosenbrock,TrimmedMeanCenterStrategy,2,86,1.6472304402128265e-22
rosenbrock,TrimmedMeanCenterStrategy,2,1000,2.3199048145407966e-22
rosenbrock,TrimmedMeanCenterStrategy,2,2000,1.8364024722828822e-22
rosenbrock,TrimmedMeanCenterStrategy,2,1232,2.124143417086564e-21
rosenbrock,TrimmedMeanCenterStrategy,2,10023,4.388112166735656e-22
rosenbrock,TrimmedMeanCenterStrategy,2,12,1.0978658692501189e-22
rosenbrock,TrimmedMeanCenterStrategy,2,675,7.502592732995739e-23
rosenbrock,TrimmedMeanCenterStrategy,2,55,2.822547654036776e-20
rosenbrock,TrimmedMeanCenterStrategy,2,43,1.529434944303413e-22
rosenbrock,TrimmedMeanCenterStrategy,2,34534,2.0123021400106098e-22
rosenbrock,TrimmedMeanCenterStrategy,2,22222,2.2124839799320855e-22
rosenbrock,ArithmeticMeanCenterStrategy,5,42,1.2076696017612221e-20
rosenbrock,ArithmeticMeanCenterStrategy,5,123,7.431481284445744e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,7,3.992435153435662e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,2024,9.616945904562645e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,999,1.3517360086872472e-20
rosenbrock,ArithmeticMeanCenterStrategy,5,1,9.200608272298298e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,314,7.4244844433271e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,2718,1.0735620305219901e-20
rosenbrock,ArithmeticMeanCenterStrategy,5,2023,6.412874243875949e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,86,1.3071643500361844e-20
rosenbrock,ArithmeticMeanCenterStrategy,5,1000,3.9308394341330306
rosenbrock,ArithmeticMeanCenterStrategy,5,2000,3.9308394341330275
rosenbrock,ArithmeticMeanCenterStrategy,5,1232,4.3238798351508795e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,10023,8.723482775298292e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,12,3.5052558348737795e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,675,3.9308394341330275
rosenbrock,ArithmeticMeanCenterStrategy,5,55,4.509658603989647e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,43,2.48900262954511e-21
rosenbrock,ArithmeticMeanCenterStrategy,5,34534,3.930839434133028
rosenbrock,ArithmeticMeanCenterStrategy,5,22222,1.0925519814462952e-20
rosenbrock,MedianCenterStrategy,5,42,5.590010614509347e-11
rosenbrock,MedianCenterStrategy,5,123,1.4436819771665984e-12
rosenbrock,MedianCenterStrategy,5,7,3.9308394341331905
rosenbrock,MedianCenterStrategy,5,2024,1.3734094890998067e-11
rosenbrock,MedianCenterStrategy,5,999,3.930839434133028
rosenbrock,MedianCenterStrategy,5,1,4.69038967911607e-13
rosenbrock,MedianCenterStrategy,5,314,4.331155291084079e-12
rosenbrock,MedianCenterStrategy,5,2718,5.569697631150434e-10
rosenbrock,MedianCenterStrategy,5,2023,1.0406723063696832e-14
rosenbrock,MedianCenterStrategy,5,86,9.142041777911889e-14
rosenbrock,MedianCenterStrategy,5,1000,3.9308394342146653
rosenbrock,MedianCenterStrategy,5,2000,3.5842802619182997e-12
rosenbrock,MedianCenterStrategy,5,1232,3.9308394341332207
rosenbrock,MedianCenterStrategy,5,10023,2.1445909614559633e-18
rosenbrock,MedianCenterStrategy,5,12,1.1507078211609787e-13
rosenbrock,MedianCenterStrategy,5,675,6.6675060933453e-08
rosenbrock,MedianCenterStrategy,5,55,1.1288576157481356e-14
rosenbrock,MedianCenterStrategy,5,43,8.637865156967916e-10
rosenbrock,MedianCenterStrategy,5,34534,3.9308394341384707
rosenbrock,MedianCenterStrategy,5,22222,3.9424588750969434e-14
rosenbrock,WeightedFitnessCenterStrategy,5,42,1.9972406135465648e-20
rosenbrock,WeightedFitnessCenterStrategy,5,123,4.718507867687948e-21
rosenbrock,WeightedFitnessCenterStrategy,5,7,8.29681664741416e-21
rosenbrock,WeightedFitnessCenterStrategy,5,2024,1.2560430628377283e-20
rosenbrock,WeightedFitnessCenterStrategy,5,999,3.9308394341330293
rosenbrock,WeightedFitnessCenterStrategy,5,1,6.4791571949045075e-21
rosenbrock,WeightedFitnessCenterStrategy,5,314,1.6924050706144843e-20
rosenbrock,WeightedFitnessCenterStrategy,5,2718,3.1726577856614482e-21
rosenbrock,WeightedFitnessCenterStrategy,5,2023,3.9308394341330284
rosenbrock,WeightedFitnessCenterStrategy,5,86,2.8337152595593083e-21
rosenbrock,WeightedFitnessCenterStrategy,5,1000,1.1422658791354269e-20
rosenbrock,WeightedFitnessCenterStrategy,5,2000,2.0321155904513132e-21
rosenbrock,WeightedFitnessCenterStrategy,5,1232,3.9308394341330284
rosenbrock,WeightedFitnessCenterStrategy,5,10023,1.4748472845955317e-20
rosenbrock,WeightedFitnessCenterStrategy,5,12,5.427734264827178e-21
rosenbrock,WeightedFitnessCenterStrategy,5,675,5.2304864361702856e-21
rosenbrock,WeightedFitnessCenterStrategy,5,55,1.1237295266680991e-20
rosenbrock,WeightedFitnessCenterStrategy,5,43,3.9308394341330284
rosenbrock,WeightedFitnessCenterStrategy,5,34534,9.166561160256656e-21
rosenbrock,WeightedFitnessCenterStrategy,5,22222,3.930839434133029
rosenbrock,WeightedRankCenterStrategy,5,42,8.23624055922941e-21
rosenbrock,WeightedRankCenterStrategy,5,123,2.9081354167667755e-21
rosenbrock,WeightedRankCenterStrategy,5,7,3.815504892281982e-21
rosenbrock,WeightedRankCenterStrategy,5,2024,9.873892204316483e-21
rosenbrock,WeightedRankCenterStrategy,5,999,1.3828639170429354e-20
rosenbrock,WeightedRankCenterStrategy,5,1,4.640222718091416e-21
rosenbrock,WeightedRankCenterStrategy,5,314,1.1903251945680224e-20
rosenbrock,WeightedRankCenterStrategy,5,2718,3.9308394341330284
rosenbrock,WeightedRankCenterStrategy,5,2023,6.1129597470843645e-21
rosenbrock,WeightedRankCenterStrategy,5,86,8.830960378334547e-21
rosenbrock,WeightedRankCenterStrategy,5,1000,7.145513371148315e-21
rosenbrock,WeightedRankCenterStrategy,5,2000,9.285755358233742e-22
rosenbrock,WeightedRankCenterStrategy,5,1232,3.93083943413303
rosenbrock,WeightedRankCenterStrategy,5,10023,3.9308394341330284
rosenbrock,WeightedRankCenterStrategy,5,12,6.109948146172853e-21
rosenbrock,WeightedRankCenterStrategy,5,675,2.1212181857205965e-21
rosenbrock,WeightedRankCenterStrategy,5,55,2.064735658279984e-21
rosenbrock,WeightedRankCenterStrategy,5,43,1.5205983333187037e-21
rosenbrock,WeightedRankCenterStrategy,5,34534,7.486231586046993e-21
rosenbrock,WeightedRankCenterStrategy,5,22222,1.5543338935206734e-20
rosenbrock,TrimmedMeanCenterStrategy,5,42,1.794644006402797e-20
rosenbrock,TrimmedMeanCenterStrategy,5,123,3.930839434133029
rosenbrock,TrimmedMeanCenterStrategy,5,7,1.4354156862041843e-20
rosenbrock,TrimmedMeanCenterStrategy,5,2024,2.6132952892198325e-21
rosenbrock,TrimmedMeanCenterStrategy,5,999,3.9308394341330284
rosenbrock,TrimmedMeanCenterStrategy,5,1,1.5568151580010012e-21
rosenbrock,TrimmedMeanCenterStrategy,5,314,1.1912262724358468e-20
rosenbrock,TrimmedMeanCenterStrategy,5,2718,2.6781159829855918e-21
rosenbrock,TrimmedMeanCenterStrategy,5,2023,2.3308870945904952e-20
rosenbrock,TrimmedMeanCenterStrategy,5,86,1.2753620530517635e-20
rosenbrock,TrimmedMeanCenterStrategy,5,1000,3.9308394341330275
rosenbrock,TrimmedMeanCenterStrategy,5,2000,2.0211629789351744e-21
rosenbrock,TrimmedMeanCenterStrategy,5,1232,3.213817281084502e-21
rosenbrock,TrimmedMeanCenterStrategy,5,10023,1.749712754006833e-20
rosenbrock,TrimmedMeanCenterStrategy,5,12,6.581124074810022e-21
rosenbrock,TrimmedMeanCenterStrategy,5,675,2.0595836567973205e-20
rosenbrock,TrimmedMeanCenterStrategy,5,55,8.691662380699624e-21
rosenbrock,TrimmedMeanCenterStrategy,5,43,6.4544886587060314e-21
rosenbrock,TrimmedMeanCenterStrategy,5,34534,3.930839434133028
rosenbrock,TrimmedMeanCenterStrategy,5,22222,3.953955241556282e-21
rosenbrock,ArithmeticMeanCenterStrategy,10,42,6.529573407725488e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,123,9.585061532817014e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,7,7.25473477222761e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,2024,4.900980391589086e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,999,3.986579112347138
rosenbrock,ArithmeticMeanCenterStrategy,10,1,3.5246199736952975e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,314,5.985982144682709e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,2718,2.5528995535879352e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,2023,8.01056392708626e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,86,3.847426827267874e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,1000,3.6588742681608697e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,2000,3.986579112347138
rosenbrock,ArithmeticMeanCenterStrategy,10,1232,5.0598077331723076e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,10023,3.7654124320465333e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,12,7.191287966403153e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,675,9.012330956381531e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,55,6.822482016149923e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,43,9.453852108209453e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,34534,3.8516170948561833e-20
rosenbrock,ArithmeticMeanCenterStrategy,10,22222,5.744971686763798e-20
rosenbrock,MedianCenterStrategy,10,42,23795794.78573212
rosenbrock,MedianCenterStrategy,10,123,6.438466159096782
rosenbrock,MedianCenterStrategy,10,7,18.392835281222506
rosenbrock,MedianCenterStrategy,10,2024,3961799.649536382
rosenbrock,MedianCenterStrategy,10,999,635304.7830351825
rosenbrock,MedianCenterStrategy,10,1,4.09407640450142
rosenbrock,MedianCenterStrategy,10,314,7.076411198909838
rosenbrock,MedianCenterStrategy,10,2718,50897.5590472398
rosenbrock,MedianCenterStrategy,10,2023,3599311.993832216
rosenbrock,MedianCenterStrategy,10,86,3693.0377699602045
rosenbrock,MedianCenterStrategy,10,1000,10457216344.398048
rosenbrock,MedianCenterStrategy,10,2000,28421995.64987377
rosenbrock,MedianCenterStrategy,10,1232,336766.2468999314
rosenbrock,MedianCenterStrategy,10,10023,8.445163859600076
rosenbrock,MedianCenterStrategy,10,12,1507455852.864074
rosenbrock,MedianCenterStrategy,10,675,6710437.002420373
rosenbrock,MedianCenterStrategy,10,55,47.9220773356692
rosenbrock,MedianCenterStrategy,10,43,1481612579.4805384
rosenbrock,MedianCenterStrategy,10,34534,34996150.444083326
rosenbrock,MedianCenterStrategy,10,22222,120946062.9598083
rosenbrock,WeightedFitnessCenterStrategy,10,42,1.4205356868634914e-19
rosenbrock,WeightedFitnessCenterStrategy,10,123,5.254803072113098e-20
rosenbrock,WeightedFitnessCenterStrategy,10,7,1.4053486978982088e-19
rosenbrock,WeightedFitnessCenterStrategy,10,2024,5.119346773484736e-20
rosenbrock,WeightedFitnessCenterStrategy,10,999,3.343629204889451e-20
rosenbrock,WeightedFitnessCenterStrategy,10,1,4.885561618656717e-20
rosenbrock,WeightedFitnessCenterStrategy,10,314,1.4864356734699573e-19
rosenbrock,WeightedFitnessCenterStrategy,10,2718,6.99163197694439e-20
rosenbrock,WeightedFitnessCenterStrategy,10,2023,4.905463619192557e-20
rosenbrock,WeightedFitnessCenterStrategy,10,86,1.1470126942509083e-19
rosenbrock,WeightedFitnessCenterStrategy,10,1000,1.9208328991435885e-20
rosenbrock,WeightedFitnessCenterStrategy,10,2000,1.259846508048011e-19
rosenbrock,WeightedFitnessCenterStrategy,10,1232,3.058085111433598e-20
rosenbrock,WeightedFitnessCenterStrategy,10,10023,3.254858117439327e-20
rosenbrock,WeightedFitnessCenterStrategy,10,12,7.542475406706971e-20
rosenbrock,WeightedFitnessCenterStrategy,10,675,3.973302681330122e-20
rosenbrock,WeightedFitnessCenterStrategy,10,55,3.9865791123471386
rosenbrock,WeightedFitnessCenterStrategy,10,43,2.408104608776681e-19
rosenbrock,WeightedFitnessCenterStrategy,10,34534,4.6156975158930324e-20
rosenbrock,WeightedFitnessCenterStrategy,10,22222,9.725346119343051e-20
rosenbrock,WeightedRankCenterStrategy,10,42,8.883395860444795e-20
rosenbrock,WeightedRankCenterStrategy,10,123,4.1042850562680434e-20
rosenbrock,WeightedRankCenterStrategy,10,7,3.423265936932827e-20
rosenbrock,WeightedRankCenterStrategy,10,2024,8.400967456144729e-20
rosenbrock,WeightedRankCenterStrategy,10,999,3.2859547360882e-20
rosenbrock,WeightedRankCenterStrategy,10,1,3.4010806965401376e-20
rosenbrock,WeightedRankCenterStrategy,10,314,6.381231945459914e-20
rosenbrock,WeightedRankCenterStrategy,10,2718,6.242419089635915e-20
rosenbrock,WeightedRankCenterStrategy,10,2023,2.804239055175419e-20
rosenbrock,WeightedRankCenterStrategy,10,86,8.972514936392732e-20
rosenbrock,WeightedRankCenterStrategy,10,1000,5.1358021001247674e-20
rosenbrock,WeightedRankCenterStrategy,10,2000,4.579055184822754e-20
rosenbrock,WeightedRankCenterStrategy,10,1232,1.9688110829006506e-20
rosenbrock,WeightedRankCenterStrategy,10,10023,4.8152584176692824e-20
rosenbrock,WeightedRankCenterStrategy,10,12,3.8943492745878734e-20
rosenbrock,WeightedRankCenterStrategy,10,675,8.13774522054858e-20
rosenbrock,WeightedRankCenterStrategy,10,55,7.250624631090337e-20
rosenbrock,WeightedRankCenterStrategy,10,43,4.2615226406266504e-20
rosenbrock,WeightedRankCenterStrategy,10,34534,7.714250656745444e-20
rosenbrock,WeightedRankCenterStrategy,10,22222,3.9865791123471386
rosenbrock,TrimmedMeanCenterStrategy,10,42,1.4424705195575023e-19
rosenbrock,TrimmedMeanCenterStrategy,10,123,8.112050969147545e-20
rosenbrock,TrimmedMeanCenterStrategy,10,7,6.739702204509706e-20
rosenbrock,TrimmedMeanCenterStrategy,10,2024,1.821914088463605e-19
rosenbrock,TrimmedMeanCenterStrategy,10,999,1.060202098257891e-19
rosenbrock,TrimmedMeanCenterStrategy,10,1,7.59452562153869e-20
rosenbrock,TrimmedMeanCenterStrategy,10,314,5.072110212897403e-20
rosenbrock,TrimmedMeanCenterStrategy,10,2718,7.379076023521586e-20
rosenbrock,TrimmedMeanCenterStrategy,10,2023,1.1220019661793695e-19
rosenbrock,TrimmedMeanCenterStrategy,10,86,8.489671389430155e-20
rosenbrock,TrimmedMeanCenterStrategy,10,1000,5.741138384073471e-20
rosenbrock,TrimmedMeanCenterStrategy,10,2000,3.877243804751955e-20
rosenbrock,TrimmedMeanCenterStrategy,10,1232,8.252745805522471e-20
rosenbrock,TrimmedMeanCenterStrategy,10,10023,1.2966180445628698e-19
rosenbrock,TrimmedMeanCenterStrategy,10,12,7.569713294192762e-20
rosenbrock,TrimmedMeanCenterStrategy,10,675,1.7907919431604723e-20
rosenbrock,TrimmedMeanCenterStrategy,10,55,3.015888608893983e-20
rosenbrock,TrimmedMeanCenterStrategy,10,43,4.831075003370581e-20
rosenbrock,TrimmedMeanCenterStrategy,10,34534,2.0097451227462181e-19
rosenbrock,TrimmedMeanCenterStrategy,10,22222,5.586444451778804e-20
rosenbrock,ArithmeticMeanCenterStrategy,20,42,2.533820358523545e-14
rosenbrock,ArithmeticMeanCenterStrategy,20,123,1.1078839699692085e-14
rosenbrock,ArithmeticMeanCenterStrategy,20,7,1.4187789037688765e-17
rosenbrock,ArithmeticMeanCenterStrategy,20,2024,8.618172456606488e-18
rosenbrock,ArithmeticMeanCenterStrategy,20,999,3.375746128893445e-16
rosenbrock,ArithmeticMeanCenterStrategy,20,1,5.137770057018677e-14
rosenbrock,ArithmeticMeanCenterStrategy,20,314,3.943540921768991e-18
rosenbrock,ArithmeticMeanCenterStrategy,20,2718,8.552488344477713e-18
rosenbrock,ArithmeticMeanCenterStrategy,20,2023,1.407129256372956e-17
rosenbrock,ArithmeticMeanCenterStrategy,20,86,1.6717656414950945e-18
rosenbrock,ArithmeticMeanCenterStrategy,20,1000,7.006219056749924e-18
