function,strategy,dim,seed,fx
schwefel,TrimmedMeanCenterStrategy,2,2023,-377777947237791.94
schwefel,TrimmedMeanCenterStrategy,2,86,-96027709560659.48
schwefel,TrimmedMeanCenterStrategy,2,1000,320504995869958.3
schwefel,TrimmedMeanCenterStrategy,2,2000,-119885152980.79472
schwefel,TrimmedMeanCenterStrategy,2,1232,423229361932990.44
schwefel,TrimmedMeanCenterStrategy,2,10023,-1697536929558639.8
schwefel,TrimmedMeanCenterStrategy,2,12,6213778647644499.0
schwefel,TrimmedMeanCenterStrategy,2,675,2151456492487.665
schwefel,TrimmedMeanCenterStrategy,2,55,825082943783.7114
schwefel,TrimmedMeanCenterStrategy,2,43,23470176918705.637
schwefel,TrimmedMeanCenterStrategy,2,34534,-2718775880644.005
schwefel,TrimmedMeanCenterStrategy,2,22222,3.0512529318205876e+16
schwefel,ArithmeticMeanCenterStrategy,5,42,-631.6512699085442
schwefel,ArithmeticMeanCenterStrategy,5,123,-59.19933112933177
schwefel,ArithmeticMeanCenterStrategy,5,7,-15100.525734522897
schwefel,ArithmeticMeanCenterStrategy,5,2024,-53473.55340536717
schwefel,ArithmeticMeanCenterStrategy,5,999,-17785.045033180864
schwefel,ArithmeticMeanCenterStrategy,5,1,-2447.6815811983606
schwefel,ArithmeticMeanCenterStrategy,5,314,-59.19776196353405
schwefel,ArithmeticMeanCenterStrategy,5,2718,84275050.10808337
schwefel,ArithmeticMeanCenterStrategy,5,2023,0.015388519070711482
schwefel,ArithmeticMeanCenterStrategy,5,86,-177.65299062500935
schwefel,ArithmeticMeanCenterStrategy,5,1000,-2309961.210251729
schwefel,ArithmeticMeanCenterStrategy,5,2000,-1144.8625874670224
schwefel,ArithmeticMeanCenterStrategy,5,1232,-1440.9737170536746
schwefel,ArithmeticMeanCenterStrategy,5,10023,-1342.2723822775392
schwefel,ArithmeticMeanCenterStrategy,5,12,-1875.1791215053986
schwefel,ArithmeticMeanCenterStrategy,5,675,-1223.8347932257852
schwefel,ArithmeticMeanCenterStrategy,5,55,-5507.265162735474
schwefel,ArithmeticMeanCenterStrategy,5,43,178.1790393920187
schwefel,ArithmeticMeanCenterStrategy,5,34534,-1815.978591486049
schwefel,ArithmeticMeanCenterStrategy,5,22222,335.65276591560587
schwefel,MedianCenterStrategy,5,42,67943885141.34542
schwefel,MedianCenterStrategy,5,123,-52730216960.82528
schwefel,MedianCenterStrategy,5,7,-350529847.59803855
schwefel,MedianCenterStrategy,5,2024,-23221503437.31312
schwefel,MedianCenterStrategy,5,999,-25039305447.65372
schwefel,MedianCenterStrategy,5,1,46605097959.841286
schwefel,MedianCenterStrategy,5,314,11173845053.522406
schwefel,MedianCenterStrategy,5,2718,-390285552007.6746
schwefel,MedianCenterStrategy,5,2023,-85157118780.62843
schwefel,MedianCenterStrategy,5,86,1793101771.7761467
schwefel,MedianCenterStrategy,5,1000,-139665810317.4551
schwefel,MedianCenterStrategy,5,2000,-8221153410.1602745
schwefel,MedianCenterStrategy,5,1232,-57117629057.23104
schwefel,MedianCenterStrategy,5,10023,6.363783131746459e-05
schwefel,MedianCenterStrategy,5,12,-1855.5034405453907
schwefel,MedianCenterStrategy,5,675,-26050047311.96911
schwefel,MedianCenterStrategy,5,55,6460290174.5852375
schwefel,MedianCenterStrategy,5,43,-40294437897.997375
schwefel,MedianCenterStrategy,5,34534,510408828.0413945
schwefel,MedianCenterStrategy,5,22222,10749574760.21384
schwefel,WeightedFitnessCenterStrategy,5,42,2.1354172788497487e+43
schwefel,WeightedFitnessCenterStrategy,5,123,3.1361287607281733e+55
schwefel,WeightedFitnessCenterStrategy,5,7,-5.488634195675375e+55
schwefel,WeightedFitnessCenterStrategy,5,2024,7.285522603509762e+48
schwefel,WeightedFitnessCenterStrategy,5,999,3.84883152234416e+55
schwefel,WeightedFitnessCenterStrategy,5,1,1.4099119186072797e+47
schwefel,WeightedFitnessCenterStrategy,5,314,3.382050132378033e+49
schwefel,WeightedFitnessCenterStrategy,5,2718,-1.5249038726351395e+46
schwefel,WeightedFitnessCenterStrategy,5,2023,1.4439064432648502e+60
schwefel,WeightedFitnessCenterStrategy,5,86,-9.010406848707926e+45
schwefel,WeightedFitnessCenterStrategy,5,1000,7.075752479212266e+55
schwefel,WeightedFitnessCenterStrategy,5,2000,3.268264743666127e+46
schwefel,WeightedFitnessCenterStrategy,5,1232,1.4811829822776637e+55
schwefel,WeightedFitnessCenterStrategy,5,10023,4.088574720245284e+56
schwefel,WeightedFitnessCenterStrategy,5,12,4.0809518544722995e+45
schwefel,WeightedFitnessCenterStrategy,5,675,3.203965249312945e+49
schwefel,WeightedFitnessCenterStrategy,5,55,5.798152822696574e+46
schwefel,WeightedFitnessCenterStrategy,5,43,2.815052457047502e+59
schwefel,WeightedFitnessCenterStrategy,5,34534,-1.1486397991428067e+48
schwefel,WeightedFitnessCenterStrategy,5,22222,-2.9707023736866354e+52
schwefel,WeightedRankCenterStrategy,5,42,1359459061.037913
schwefel,WeightedRankCenterStrategy,5,123,-380880177470.30206
schwefel,WeightedRankCenterStrategy,5,7,-49719407258.43396
schwefel,WeightedRankCenterStrategy,5,2024,-12284364807.016241
schwefel,WeightedRankCenterStrategy,5,999,-395271633941.6609
schwefel,WeightedRankCenterStrategy,5,1,-2763.488873040874
schwefel,WeightedRankCenterStrategy,5,314,-16329720872.060495
schwefel,WeightedRankCenterStrategy,5,2718,30377048635.891453
schwefel,WeightedRankCenterStrategy,5,2023,-27054922013443.582
schwefel,WeightedRankCenterStrategy,5,86,-671.1378850362767
schwefel,WeightedRankCenterStrategy,5,1000,88310854040.43706
schwefel,WeightedRankCenterStrategy,5,2000,1218740279.7813377
schwefel,WeightedRankCenterStrategy,5,1232,-170266595079.0221
schwefel,WeightedRankCenterStrategy,5,10023,-58651995649.92477
schwefel,WeightedRankCenterStrategy,5,12,-12499584171.855497
schwefel,WeightedRankCenterStrategy,5,675,-31414091293.818478
schwefel,WeightedRankCenterStrategy,5,55,1983279397.3449323
schwefel,WeightedRankCenterStrategy,5,43,-769.8276798451334
schwefel,WeightedRankCenterStrategy,5,34534,-7555038539.894364
schwefel,WeightedRankCenterStrategy,5,22222,-592.1827141167255
schwefel,TrimmedMeanCenterStrategy,5,42,-1363766216547087.0
schwefel,TrimmedMeanCenterStrategy,5,123,-800757875071.2178
schwefel,TrimmedMeanCenterStrategy,5,7,-2220926003248.998
schwefel,TrimmedMeanCenterStrategy,5,2024,8871356600983.465
schwefel,TrimmedMeanCenterStrategy,5,999,-55020526204.19349
schwefel,TrimmedMeanCenterStrategy,5,1,-1431796232504.9329
schwefel,TrimmedMeanCenterStrategy,5,314,-1325814115572.5627
schwefel,TrimmedMeanCenterStrategy,5,2718,-508077158613.8534
schwefel,TrimmedMeanCenterStrategy,5,2023,14246382680688.63
schwefel,TrimmedMeanCenterStrategy,5,86,-661318801378.4121
schwefel,TrimmedMeanCenterStrategy,5,1000,-5075340125700.643
schwefel,TrimmedMeanCenterStrategy,5,2000,-27280142593.863194
schwefel,TrimmedMeanCenterStrategy,5,1232,-374033408147.462
schwefel,TrimmedMeanCenterStrategy,5,10023,-5221395322913.603
schwefel,TrimmedMeanCenterStrategy,5,12,8910995915.069311
schwefel,TrimmedMeanCenterStrategy,5,675,10158294558.771124
schwefel,TrimmedMeanCenterStrategy,5,55,72423621540952.19
schwefel,TrimmedMeanCenterStrategy,5,43,-940351258269.447
schwefel,TrimmedMeanCenterStrategy,5,34534,-1639228145.5059407
schwefel,TrimmedMeanCenterStrategy,5,22222,-100074784080.12544
schwefel,ArithmeticMeanCenterStrategy,10,42,-6237.608770283341
schwefel,ArithmeticMeanCenterStrategy,10,123,-6533.70901530915
schwefel,ArithmeticMeanCenterStrategy,10,7,-2901.6742439982027
schwefel,ArithmeticMeanCenterStrategy,10,2024,-153176.33281618948
schwefel,ArithmeticMeanCenterStrategy,10,999,-1460.6743440208647
schwefel,ArithmeticMeanCenterStrategy,10,1,-1717.1651321827258
schwefel,ArithmeticMeanCenterStrategy,10,314,-1140906.6081027524
schwefel,ArithmeticMeanCenterStrategy,10,2718,-631.6124679738023
schwefel,ArithmeticMeanCenterStrategy,10,2023,-3592.3473868058127
schwefel,ArithmeticMeanCenterStrategy,10,86,-26884.852330450165
schwefel,ArithmeticMeanCenterStrategy,10,1000,-434.1424088063395
schwefel,ArithmeticMeanCenterStrategy,10,2000,-55131.65445777803
schwefel,ArithmeticMeanCenterStrategy,10,1232,-2013.410267313816
schwefel,ArithmeticMeanCenterStrategy,10,10023,-12277.832325747395
schwefel,ArithmeticMeanCenterStrategy,10,12,-1421.185692764061
schwefel,ArithmeticMeanCenterStrategy,10,675,-7283.778699435725
schwefel,ArithmeticMeanCenterStrategy,10,55,-26292.687273839
schwefel,ArithmeticMeanCenterStrategy,10,43,-6434.498379432211
schwefel,ArithmeticMeanCenterStrategy,10,34534,-24989.900990456554
schwefel,ArithmeticMeanCenterStrategy,10,22222,-2368.646086084851
schwefel,MedianCenterStrategy,10,42,711129266772.7542
schwefel,MedianCenterStrategy,10,123,-922932067756.4755
schwefel,MedianCenterStrategy,10,7,-2972833609551.1523
schwefel,MedianCenterStrategy,10,2024,-5677177679840.872
schwefel,MedianCenterStrategy,10,999,-853158939713.087
schwefel,MedianCenterStrategy,10,1,-1216945843675.4902
schwefel,MedianCenterStrategy,10,314,-2891084067302.01
schwefel,MedianCenterStrategy,10,2718,-65258208052.135506
schwefel,MedianCenterStrategy,10,2023,-1636053040439.411
schwefel,MedianCenterStrategy,10,86,-146295740499.3754
schwefel,MedianCenterStrategy,10,1000,-309380876640.2983
schwefel,MedianCenterStrategy,10,2000,-84462289908.2723
schwefel,MedianCenterStrategy,10,1232,-4751567020433.387
schwefel,MedianCenterStrategy,10,10023,-1652070101890.292
schwefel,MedianCenterStrategy,10,12,-507141894162.67346
schwefel,MedianCenterStrategy,10,675,-69219022412.4541
schwefel,MedianCenterStrategy,10,55,-1400868638674.521
schwefel,MedianCenterStrategy,10,43,319482475337.9766
schwefel,MedianCenterStrategy,10,34534,-1012457647207.962
schwefel,MedianCenterStrategy,10,22222,-233689483996.37082
schwefel,WeightedFitnessCenterStrategy,10,42,-5.995644520317678e+50
schwefel,WeightedFitnessCenterStrategy,10,123,1.9702931117794423e+47
schwefel,WeightedFitnessCenterStrategy,10,7,1.528796103025115e+46
schwefel,WeightedFitnessCenterStrategy,10,2024,1.38743287141508e+59
schwefel,WeightedFitnessCenterStrategy,10,999,4.488484979230145e+51
schwefel,WeightedFitnessCenterStrategy,10,1,-2.3704360582276515e+41
schwefel,WeightedFitnessCenterStrategy,10,314,1677.9739845672007
schwefel,WeightedFitnessCenterStrategy,10,2718,-1.5451947876291604e+51
schwefel,WeightedFitnessCenterStrategy,10,2023,2.53835990620123e+52
schwefel,WeightedFitnessCenterStrategy,10,86,1.1691085876501838e+51
schwefel,WeightedFitnessCenterStrategy,10,1000,-1.1611123182695162e+53
schwefel,WeightedFitnessCenterStrategy,10,2000,-8.846366564866511e+47
schwefel,WeightedFitnessCenterStrategy,10,1232,-6.726681048630256e+54
schwefel,WeightedFitnessCenterStrategy,10,10023,-9.008387514673626e+55
schwefel,WeightedFitnessCenterStrategy,10,12,2.7973849948027826e+61
schwefel,WeightedFitnessCenterStrategy,10,675,-1.3682312302161083e+52
schwefel,WeightedFitnessCenterStrategy,10,55,-3.956348648303567e+62
schwefel,WeightedFitnessCenterStrategy,10,43,7.382944689272293e+47
schwefel,WeightedFitnessCenterStrategy,10,34534,7.958887683715478e+50
schwefel,WeightedFitnessCenterStrategy,10,22222,1.3256553386084024e+59
schwefel,WeightedRankCenterStrategy,10,42,396522213063.74896
schwefel,WeightedRankCenterStrategy,10,123,-2092.3718963814863
schwefel,WeightedRankCenterStrategy,10,7,81609329551.5848
schwefel,WeightedRankCenterStrategy,10,2024,46912712995.259415
schwefel,WeightedRankCenterStrategy,10,999,114938381397.73552
schwefel,WeightedRankCenterStrategy,10,1,-78518882812.68436
schwefel,WeightedRankCenterStrategy,10,314,52950652207.76138
schwefel,WeightedRankCenterStrategy,10,2718,220742685161.42102
schwefel,WeightedRankCenterStrategy,10,2023,45583999396.31428
schwefel,WeightedRankCenterStrategy,10,86,6606604092.948265
schwefel,WeightedRankCenterStrategy,10,1000,9124878230.436422
schwefel,WeightedRankCenterStrategy,10,2000,-48185694752.82496
schwefel,WeightedRankCenterStrategy,10,1232,58823650126.577385
schwefel,WeightedRankCenterStrategy,10,10023,-28557977693.24644
schwefel,WeightedRankCenterStrategy,10,12,-34398480069.117805
schwefel,WeightedRankCenterStrategy,10,675,-11314763576.28131
schwefel,WeightedRankCenterStrategy,10,55,-509466284773.68555
schwefel,WeightedRankCenterStrategy,10,43,-38371151331.40671
schwefel,WeightedRankCenterStrategy,10,34534,-408965588.6265588
schwefel,WeightedRankCenterStrategy,10,22222,-22033961735.910877
schwefel,TrimmedMeanCenterStrategy,10,42,-102828790653.08098
schwefel,TrimmedMeanCenterStrategy,10,123,7394477346.790053
schwefel,TrimmedMeanCenterStrategy,10,7,-123083483818.98903
schwefel,TrimmedMeanCenterStrategy,10,2024,118567364333.89342
schwefel,TrimmedMeanCenterStrategy,10,999,-102193922912.17677
schwefel,TrimmedMeanCenterStrategy,10,1,226199705606.93423
schwefel,TrimmedMeanCenterStrategy,10,314,-11754529684.696957
schwefel,TrimmedMeanCenterStrategy,10,2718,-10421784663.51684
schwefel,TrimmedMeanCenterStrategy,10,2023,-215639742974.25125
schwefel,TrimmedMeanCenterStrategy,10,86,855542607.8145875
schwefel,TrimmedMeanCenterStrategy,10,1000,-470815730838.963
schwefel,TrimmedMeanCenterStrategy,10,2000,-54304248231.81408
schwefel,TrimmedMeanCenterStrategy,10,1232,-209493523053.32562
schwefel,TrimmedMeanCenterStrategy,10,10023,24341751852.756786
schwefel,TrimmedMeanCenterStrategy,10,12,-49267368811.57361
schwefel,TrimmedMeanCenterStrategy,10,675,220618356117.40005
schwefel,TrimmedMeanCenterStrategy,10,55,37016678256.679115
schwefel,TrimmedMeanCenterStrategy,10,43,-529124289972.56226
schwefel,TrimmedMeanCenterStrategy,10,34534,39353843486.16803
schwefel,TrimmedMeanCenterStrategy,10,22222,-47987375100.56628
schwefel,ArithmeticMeanCenterStrategy,20,42,-3000.3262490316956
schwefel,ArithmeticMeanCenterStrategy,20,123,-18515.36852785037
schwefel,ArithmeticMeanCenterStrategy,20,7,-2487.113110426686
schwefel,ArithmeticMeanCenterStrategy,20,2024,-3079.1968019042306
schwefel,ArithmeticMeanCenterStrategy,20,999,-17646.90604227296
schwefel,ArithmeticMeanCenterStrategy,20,1,-133299.01843552312
schwefel,ArithmeticMeanCenterStrategy,20,314,-435210.222077487
schwefel,ArithmeticMeanCenterStrategy,20,2718,-281520.7138553851
schwefel,ArithmeticMeanCenterStrategy,20,2023,-69166.28957617002
schwefel,ArithmeticMeanCenterStrategy,20,86,-10106.284520882251
schwefel,ArithmeticMeanCenterStrategy,20,1000,-10822550.776535718
schwefel,ArithmeticMeanCenterStrategy,20,2000,-934098.9890929168
schwefel,ArithmeticMeanCenterStrategy,20,1232,-38234.91492188389
schwefel,ArithmeticMeanCenterStrategy,20,10023,-150511.6050676367
schwefel,ArithmeticMeanCenterStrategy,20,12,-9376.105933516119
schwefel,ArithmeticMeanCenterStrategy,20,675,-10955.277582207738
schwefel,ArithmeticMeanCenterStrategy,20,55,-15653.112160205168
schwefel,ArithmeticMeanCenterStrategy,20,43,-13995.030384998194
schwefel,ArithmeticMeanCenterStrategy,20,34534,-7974.518792661716
schwefel,ArithmeticMeanCenterStrategy,20,22222,-46564.9035059803
schwefel,MedianCenterStrategy,20,42,-12555538419.87959
schwefel,MedianCenterStrategy,20,123,6822422753.6995535
schwefel,MedianCenterStrategy,20,7,-42537385775.081276
schwefel,MedianCenterStrategy,20,2024,46921532776.4447
schwefel,MedianCenterStrategy,20,999,19417780068.14961
schwefel,MedianCenterStrategy,20,1,7684966715.8399315
schwefel,MedianCenterStrategy,20,314,-26909113807.22407
schwefel,MedianCenterStrategy,20,2718,-610886211.115577
schwefel,MedianCenterStrategy,20,2023,9098720108.92141
schwefel,MedianCenterStrategy,20,86,-32332577713.233124
schwefel,MedianCenterStrategy,20,1000,13834317820.179174
schwefel,MedianCenterStrategy,20,2000,-17570007406.038525
schwefel,MedianCenterStrategy,20,1232,7840922012.90109
schwefel,MedianCenterStrategy,20,10023,-4356329246.553159
schwefel,MedianCenterStrategy,20,12,-2586500711.581796
schwefel,MedianCenterStrategy,20,675,-14277837292.164806
schwefel,MedianCenterStrategy,20,55,-13564912674.519264
schwefel,MedianCenterStrategy,20,43,-39252024589.67877
schwefel,MedianCenterStrategy,20,34534,11789478679.5946
schwefel,MedianCenterStrategy,20,22222,32676016815.965126
schwefel,WeightedFitnessCenterStrategy,20,42,1.1062987970451609e+53
schwefel,WeightedFitnessCenterStrategy,20,123,6.729174545691004e+44
schwefel,WeightedFitnessCenterStrategy,20,7,-1.6316109042231802e+47
schwefel,WeightedFitnessCenterStrategy,20,2024,1.4422410000674138e+57
schwefel,WeightedFitnessCenterStrategy,20,999,8.763231679361512e+58
schwefel,WeightedFitnessCenterStrategy,20,1,-2.897292684426316e+48
schwefel,WeightedFitnessCenterStrategy,20,314,-2.9587603110157417e+49
schwefel,WeightedFitnessCenterStrategy,20,2718,-3.768796595925997e+41
schwefel,WeightedFitnessCenterStrategy,20,2023,-5.3209821218085723e+42
schwefel,WeightedFitnessCenterStrategy,20,86,2.1523617716938902e+42
schwefel,WeightedFitnessCenterStrategy,20,1000,1.4241562016208498e+37
schwefel,WeightedFitnessCenterStrategy,20,2000,1.4448581253631006e+44
schwefel,WeightedFitnessCenterStrategy,20,1232,-1.9100388283614655e+53
schwefel,WeightedFitnessCenterStrategy,20,10023,8.842298806348329e+49
schwefel,WeightedFitnessCenterStrategy,20,12,1184.7633432633793
schwefel,WeightedFitnessCenterStrategy,20,675,-1.255007993069789e+46
schwefel,WeightedFitnessCenterStrategy,20,55,-2.9598100425792924e+39
schwefel,WeightedFitnessCenterStrategy,20,43,4.941086799597909e+46
schwefel,WeightedFitnessCenterStrategy,20,34534,3.5697796544314423e+48
schwefel,WeightedFitnessCenterStrategy,20,22222,2.313128123183284e+42
schwefel,WeightedRankCenterStrategy,20,42,-15620124326.10524
schwefel,WeightedRankCenterStrategy,20,123,41278358688.70132
schwefel,WeightedRankCenterStrategy,20,7,-52660898418.526764
schwefel,WeightedRankCenterStrategy,20,2024,8280720909.702865
schwefel,WeightedRankCenterStrategy,20,999,4679843540.813491
schwefel,WeightedRankCenterStrategy,20,1,-18700720880.42734
schwefel,WeightedRankCenterStrategy,20,314,1278905773.8364048
schwefel,WeightedRankCenterStrategy,20,2718,-37880102653.71917
schwefel,WeightedRankCenterStrategy,20,2023,5539123540.9695635
schwefel,WeightedRankCenterStrategy,20,86,38284412687.409035
schwefel,WeightedRankCenterStrategy,20,1000,21650777919.64549
schwefel,WeightedRankCenterStrategy,20,2000,-40067748659.68614
schwefel,WeightedRankCenterStrategy,20,1232,23011703713.783127
schwefel,WeightedRankCenterStrategy,20,10023,55186243909.32069
schwefel,WeightedRankCenterStrategy,20,12,-50638390847.5635
schwefel,WeightedRankCenterStrategy,20,675,2756825795.1333838
schwefel,WeightedRankCenterStrategy,20,55,3796845511.073985
schwefel,WeightedRankCenterStrategy,20,43,-44318424447.2451
schwefel,WeightedRankCenterStrategy,20,34534,-3176260934.920828
schwefel,WeightedRankCenterStrategy,20,22222,-68014412179.8758
schwefel,TrimmedMeanCenterStrategy,20,42,18097214348.60445
schwefel,TrimmedMeanCenterStrategy,20,123,-27267133036.04242
schwefel,TrimmedMeanCenterStrategy,20,7,9067926051.53717
schwefel,TrimmedMeanCenterStrategy,20,2024,15591497635.765951
schwefel,TrimmedMeanCenterStrategy,20,999,1364568313.6325018
schwefel,TrimmedMeanCenterStrategy,20,1,-22643628535.632267
schwefel,TrimmedMeanCenterStrategy,20,314,19952810025.552773
schwefel,TrimmedMeanCenterStrategy,20,2718,-1738640194.6093483
schwefel,TrimmedMeanCenterStrategy,20,2023,-14886864265.653772
schwefel,TrimmedMeanCenterStrategy,20,86,-46119680717.166756
schwefel,TrimmedMeanCenterStrategy,20,1000,-19004750970.759525
schwefel,TrimmedMeanCenterStrategy,20,2000,-19972399551.367516
schwefel,TrimmedMeanCenterStrategy,20,1232,-23244873328.91715
schwefel,TrimmedMeanCenterStrategy,20,10023,5511268152.229516
schwefel,TrimmedMeanCenterStrategy,20,12,-4163827835.136021
schwefel,TrimmedMeanCenterStrategy,20,675,6608211305.0267725
schwefel,TrimmedMeanCenterStrategy,20,55,-4844324882.55792
schwefel,TrimmedMeanCenterStrategy,20,43,-75937801908.94115
schwefel,TrimmedMeanCenterStrategy,20,34534,-33940783410.032257
schwefel,TrimmedMeanCenterStrategy,20,22222,17567159576.5128
griewank,ArithmeticMeanCenterStrategy,2,42,0.14544231643853456
griewank,ArithmeticMeanCenterStrategy,2,123,0.06656436226066931
griewank,ArithmeticMeanCenterStrategy,2,7,0.027125384395415675
griewank,ArithmeticMeanCenterStrategy,2,2024,0.0
griewank,ArithmeticMeanCenterStrategy,2,999,0.02958416121206997
griewank,ArithmeticMeanCenterStrategy,2,1,0.0
griewank,ArithmeticMeanCenterStrategy,2,314,0.10602304950900343
griewank,ArithmeticMeanCenterStrategy,2,2718,0.02958416121206986
griewank,ArithmeticMeanCenterStrategy,2,2023,0.0468350185878742
griewank,ArithmeticMeanCenterStrategy,2,86,0.007396040334115117
griewank,ArithmeticMeanCenterStrategy,2,1000,0.05917817705510897
griewank,ArithmeticMeanCenterStrategy,2,2000,0.009864672061006163
griewank,ArithmeticMeanCenterStrategy,2,1232,0.009864672061006163
griewank,ArithmeticMeanCenterStrategy,2,10023,0.21693408327428965
griewank,ArithmeticMeanCenterStrategy,2,12,0.10850153663144768
griewank,ArithmeticMeanCenterStrategy,2,675,0.17747539857613281
griewank,ArithmeticMeanCenterStrategy,2,55,0.02958416121207008
griewank,ArithmeticMeanCenterStrategy,2,43,0.05917817705510897
griewank,ArithmeticMeanCenterStrategy,2,34534,0.10602304950900354
griewank,ArithmeticMeanCenterStrategy,2,22222,0.12571297354288824
griewank,MedianCenterStrategy,2,42,0.027125384395415675
griewank,MedianCenterStrategy,2,123,0.32549474559645153
griewank,MedianCenterStrategy,2,7,0.6522750909910703
griewank,MedianCenterStrategy,2,2024,0.10602304950900332
griewank,MedianCenterStrategy,2,999,0.11833664285783863
griewank,MedianCenterStrategy,2,1,0.04683501858787442
griewank,MedianCenterStrategy,2,314,0.18734006976284345
griewank,MedianCenterStrategy,2,2718,1.016714244841535
griewank,MedianCenterStrategy,2,2023,0.1257721042158031
griewank,MedianCenterStrategy,2,86,0.06658407242079534
griewank,MedianCenterStrategy,2,1000,0.007396040334115228
griewank,MedianCenterStrategy,2,2000,1.403979880794143
griewank,MedianCenterStrategy,2,1232,0.06656436226066931
griewank,MedianCenterStrategy,2,10023,0.26375924382317684
griewank,MedianCenterStrategy,2,12,0.05917817705510897
griewank,MedianCenterStrategy,2,675,0.18734006976284345
griewank,MedianCenterStrategy,2,55,0.5695227785436009
griewank,MedianCenterStrategy,2,43,0.04759539946398217
griewank,MedianCenterStrategy,2,34534,1.8350871626211003
griewank,MedianCenterStrategy,2,22222,0.12577210421580287
griewank,WeightedFitnessCenterStrategy,2,42,0.18490100213250216
griewank,WeightedFitnessCenterStrategy,2,123,0.12571297354288835
griewank,WeightedFitnessCenterStrategy,2,7,0.2440890304301333
griewank,WeightedFitnessCenterStrategy,2,2024,0.04683501858787431
griewank,WeightedFitnessCenterStrategy,2,999,0.027125384395415564
griewank,WeightedFitnessCenterStrategy,2,1,0.05917817705510908
griewank,WeightedFitnessCenterStrategy,2,314,0.10850153663144768
griewank,WeightedFitnessCenterStrategy,2,2718,0.05917817705510908
griewank,WeightedFitnessCenterStrategy,2,2023,0.027125384395415675
griewank,WeightedFitnessCenterStrategy,2,86,0.009864672061006274
griewank,WeightedFitnessCenterStrategy,2,1000,0.02958416121207008
griewank,WeightedFitnessCenterStrategy,2,2000,0.08874262788901766
griewank,WeightedFitnessCenterStrategy,2,1232,0.009864672061006274
griewank,WeightedFitnessCenterStrategy,2,10023,0.10602304950900343
griewank,WeightedFitnessCenterStrategy,2,12,0.02958416121207008
griewank,WeightedFitnessCenterStrategy,2,675,0.05917817705510908
griewank,WeightedFitnessCenterStrategy,2,55,0.019719489248184896
griewank,WeightedFitnessCenterStrategy,2,43,0.06658407242079534
griewank,WeightedFitnessCenterStrategy,2,34534,0.05917817705510897
griewank,WeightedFitnessCenterStrategy,2,22222,0.019719489248184785
griewank,WeightedRankCenterStrategy,2,42,0.0
griewank,WeightedRankCenterStrategy,2,123,0.007396040334115006
griewank,WeightedRankCenterStrategy,2,7,0.18490100213250216
griewank,WeightedRankCenterStrategy,2,2024,0.02958416121206997
griewank,WeightedRankCenterStrategy,2,999,0.33531013658975717
griewank,WeightedRankCenterStrategy,2,1,0.0
griewank,WeightedRankCenterStrategy,2,314,0.05917817705510908
griewank,WeightedRankCenterStrategy,2,2718,0.007396040334115006
griewank,WeightedRankCenterStrategy,2,2023,0.06656436226066931
griewank,WeightedRankCenterStrategy,2,86,0.0
griewank,WeightedRankCenterStrategy,2,1000,0.007396040334115117
griewank,WeightedRankCenterStrategy,2,2000,0.019719489248184785
griewank,WeightedRankCenterStrategy,2,1232,0.08878204825740377
griewank,WeightedRankCenterStrategy,2,10023,0.027125384395415675
griewank,WeightedRankCenterStrategy,2,12,0.5324458708607432
griewank,WeightedRankCenterStrategy,2,675,0.007396040334115006
griewank,WeightedRankCenterStrategy,2,55,0.007396040334115117
griewank,WeightedRankCenterStrategy,2,43,0.027125384395415453
griewank,WeightedRankCenterStrategy,2,34534,0.06658407242079534
griewank,WeightedRankCenterStrategy,2,22222,0.21693408327428987
griewank,TrimmedMeanCenterStrategy,2,42,0.04683501858787431
griewank,TrimmedMeanCenterStrategy,2,123,0.1085015366314479
griewank,TrimmedMeanCenterStrategy,2,7,1.0783062124217437
griewank,TrimmedMeanCenterStrategy,2,2024,0.06656436226066931
griewank,TrimmedMeanCenterStrategy,2,999,0.11833664285783874
griewank,TrimmedMeanCenterStrategy,2,1,0.06658407242079545
griewank,TrimmedMeanCenterStrategy,2,314,0.02958416121207008
griewank,TrimmedMeanCenterStrategy,2,2718,0.20468947948874017
griewank,TrimmedMeanCenterStrategy,2,2023,0.0
griewank,TrimmedMeanCenterStrategy,2,86,0.10602304950900343
griewank,TrimmedMeanCenterStrategy,2,1000,0.1578347520039054
griewank,TrimmedMeanCenterStrategy,2,2000,0.9214119427012133
griewank,TrimmedMeanCenterStrategy,2,1232,0.10602304950900354
griewank,TrimmedMeanCenterStrategy,2,10023,1.3967988095590074
griewank,TrimmedMeanCenterStrategy,2,12,0.12577210421580298
griewank,TrimmedMeanCenterStrategy,2,675,1.703878696158714
griewank,TrimmedMeanCenterStrategy,2,55,0.16521108013835673
griewank,TrimmedMeanCenterStrategy,2,43,0.007396040334115006
griewank,TrimmedMeanCenterStrategy,2,34534,0.9543291165258176
griewank,TrimmedMeanCenterStrategy,2,22222,0.06656436226066931
griewank,ArithmeticMeanCenterStrategy,5,42,0.027093396087305988
griewank,ArithmeticMeanCenterStrategy,5,123,0.009864672061006274
griewank,ArithmeticMeanCenterStrategy,5,7,0.029552183692774237
griewank,ArithmeticMeanCenterStrategy,5,2024,0.032013427657036964
griewank,ArithmeticMeanCenterStrategy,5,999,0.022156143668715433
griewank,ArithmeticMeanCenterStrategy,5,1,0.017236111917661723
griewank,ArithmeticMeanCenterStrategy,5,314,0.02956202786546358
griewank,ArithmeticMeanCenterStrategy,5,2718,0.046825181370390156
