iteration,fx
0,57.010419431202855
10,4.9779057647977725
20,2.357780958007753
30,1.205066639028243
40,1.0600469683199407
50,0.8267924456522723
60,0.8158375923317058
70,0.9970534772156023
80,0.5834238483844731
90,0.9601252006872549
100,0.5316471249686268
110,0.9634920892328466
120,0.8061130114643533
130,0.5353317972659153
140,0.04145951692813732
150,0.038064583045205214
160,0.017115130488999708
170,0.010702727006730806
180,0.010031104717736716
190,0.009922308221535503
200,0.009864759858082883
210,0.009858707789071719
220,0.009858111026879501
230,0.009857336197718225
240,0.009857313298789139
250,0.009857292458794187
260,0.009857286731266846
270,0.0098572849385542
280,0.00985728462875668
290,0.009857284609718575
300,0.009857284608125294
310,0.009857284607853845
320,0.009857284607822314
330,0.009857284607821315
340,0.009857284607821204
350,0.009857284607820982
360,0.009857284607820871
370,0.009857284607820871
380,0.009857284607820871
390,0.009857284607820871
400,0.009857284607820871
410,0.009857284607820871
420,0.009857284607820982
430,0.009857284607820871
440,0.009857284607820871
450,0.009857284607820982
460,0.009857284607820871
470,0.009857284607820871
480,0.009857284607820871
490,0.009857284607820871
500,0.009857284607820871
510,0.009857284607820871
520,0.009857284607820871
530,0.009857284607820871
540,0.009857284607820871
550,0.009857284607820871
560,0.009857284607820871
570,0.009857284607820871
580,0.009857284607820871
590,0.009857284607820871
600,0.009857284607820871
610,0.009857284607820871
620,0.009857284607820871
630,0.009857284607820871
640,0.009857284607820871
650,0.009857284607820871
660,0.00985728460782076
670,0.009857284607820871
680,0.009857284607820871
690,0.009857284607820871
700,0.00985728460782076
710,0.009857284607820871
720,0.009857284607820871
730,0.009857284607820871
740,0.009857284607820871
750,0.009857284607820871
760,0.009857284607820871
770,0.009857284607820871
780,0.009857284607820871
790,0.009857284607820871
800,0.009857284607820871
810,0.009857284607820871
820,0.009857284607820871
830,0.009857284607820871
840,0.009857284607820871
850,0.009857284607820871
860,0.009857284607820871
870,0.009857284607820871
880,0.009857284607820871
890,0.009857284607820871
900,0.009857284607820871
910,0.009857284607820871
920,0.00985728460782076
930,0.009857284607820871
940,0.009857284607820871
950,0.009857284607820871
960,0.009857284607820871
970,0.009857284607820982
980,0.009857284607820871
990,0.009857284607820871
1000,0.009857284607820871
1010,0.009857284607820871
1020,0.009857284607820871
1030,0.009857284607820871
1040,0.009857284607820871
1050,0.009857284607820871
1060,0.009857284607820871
1070,0.009857284607820871
1080,0.009857284607820871
1090,0.009857284607820871
1100,0.009857284607820871
1110,0.009857284607820871
1120,0.009857284607820871
1130,0.009857284607820871
1140,0.009857284607820982
1150,0.009857284607820871
1160,0.009857284607820982
1170,0.009857284607820871
1180,0.009857284607820871
1190,0.009857284607820871
1200,0.009857284607820871
1210,0.009857284607820871
1220,0.009857284607820982
1230,0.009857284607820871
1240,0.009857284607820871
1250,0.009857284607820982
1260,0.009857284607820982
1270,0.009857284607820871
1280,0.009857284607820871
1290,0.009857284607820871
1300,0.009857284607820871
1310,0.009857284607820871
1320,0.009857284607820871
1330,0.009857284607820982
1340,0.009857284607820982
1350,0.009857284607820871
1360,0.009857284607820871
1370,0.009857284607820871
1380,0.009857284607820871
1390,0.009857284607820871
1400,0.00985728460782076
1410,0.009857284607820871
1420,0.009857284607820871
1430,0.009857284607820871
1440,0.009857284607820871
1450,0.009857284607820871
1460,0.009857284607820871
1470,0.009857284607820871
1480,0.009857284607820871
1490,0.009857284607820871
1500,0.009857284607820871
1510,0.009857284607820871
1520,0.009857284607820871
1530,0.009857284607820871
1540,0.009857284607820871
1550,0.009857284607820871
1560,0.009857284607820871
1570,0.009857284607820871
1580,0.009857284607820982
1590,0.009857284607820871
1600,0.009857284607820871
1610,0.009857284607820982
