iteration,fx
0,-0.838678984408006
10,-1.8282215069493848
20,-0.9915735238388256
30,-1.0321355859482897
40,-0.9864141020863946
50,-1.9544700067051957
60,-0.8522734927577839
70,-1.6066462311038445
80,-1.3455267325563363
90,-1.393134949438799
100,-1.7770276609235602
110,-0.9014246217662765
120,-0.942866000794932
130,-0.8927833091687374
140,-1.6948179135464665
150,-0.5940237459718316
160,-0.8244512627720129
170,-1.086787945060549
180,-0.9350234984126325
190,-0.8563256117162044
200,-0.2786979518332425
210,-0.8091608586049057
220,-0.5215375057833744
230,-1.0228483688210512
240,-0.9090237984980177
250,-1.3109165503053246
260,-0.15382787219123856
270,-1.313997159106618
280,-0.4543164671152342
290,-0.34199142974050234
300,-1.0015698937133903
310,-0.9638756142917598
320,-0.5354233882971418
330,-0.18774465674837645
340,-0.49272464539471017
350,-1.315044963162753
360,-0.7482602019103181
370,-1.371105292560245
380,-0.4681414999459772
390,-0.9832206870291907
400,-0.828063555595048
410,-0.9085994187915204
420,-0.4027328722266845
430,-0.28179068473522
440,-0.7741961467785161
450,-0.5640826593202034
460,-0.820345072366659
470,-1.4132582168556924
480,-1.8021692742237154
490,-0.22488253506219263
500,-0.6174928710803872
510,-1.3731619348416115
520,-1.34034658441607
530,-0.5957241969569129
540,-0.521775502165409
550,-0.4313153973494283
560,-0.45999707076917534
570,-0.41321345134120435
580,-0.537468371881636
590,-1.8269291193652206
600,-1.0848822288406244
610,-1.7561320842902868
620,-0.46440018433965524
630,-0.8562514807230911
640,-1.3540695093614024
650,-1.9300346314054346
660,-0.7836516331732837
670,-0.5321033627150507
680,-0.9647935151259992
690,-0.6400748794519864
700,-1.3903263042728502
710,-1.5088328388530403
720,-0.5184153516163148
730,-0.08841406901314247
740,-0.9460274733321656
750,-0.622236468386646
760,-1.4203983579168142
770,-0.9261547488499275
780,-0.22529224522047825
790,-0.3873458657403905
800,-0.99334555802077
810,-0.5652740088274755
820,-0.09820895997845826
830,-0.3828805767174774
840,-0.9549484323973819
850,-0.7609438146233842
860,-1.0200697933893255
870,-0.40073353253234356
880,-1.0199046513909442
890,-0.5930656030165133
900,-0.9293146190540945
910,-0.6646517864434975
920,-0.5372594737082648
930,-0.8735806845129332
940,-1.1023150147821166
950,-1.2602558188691764
960,-0.6335335811126837
970,-0.4432222098146491
980,-0.8402280514123526
990,-1.664971463614268
1000,-0.5279684481766767
1010,-1.734418943682714
1020,-0.8189095025662364
1030,-0.6068247211393956
1040,-1.0025897479060442
1050,-0.610599612853727
1060,-0.8201344779076636
1070,-0.18348317791906288
1080,-1.068864184470696
1090,-1.2287315325228085
1100,-0.6599344971133724
1110,-1.580702380718803
1120,-0.46416732432949714
1130,-0.6395239447445688
1140,-0.042636317272861005
1150,-0.8867745851657045
1160,-0.5649484171553725
1170,-0.13490278145290166
1180,-0.6081181989449431
1190,-0.8951812823050777
1200,-0.2823942396292591
1210,-1.2068848926028897
1220,-0.905916440143524
1230,-0.587557126007972
1240,-0.2903367274921153
1250,-0.36095336082718543
1260,-1.2857616475168197
1270,-0.6589065639768787
1280,-0.8210785957331432
1290,-1.0488364968303387
1300,-0.5777690493772283
1310,-0.731491933275991
1320,-1.8181358765893867
1330,-0.35843889972481363
1340,-0.8594139730533011
1350,-0.512485426896445
1360,-0.8756500064706149
1370,-0.9566168053623695
1380,-0.44892062278489897
1390,-0.6949576285191356
1400,-0.45802216908788757
1410,-1.2454782219766645
1420,-2.026348979931406
1430,-0.8524770295032541
1440,-0.2909848032134278
1450,-0.828571186697893
1460,-0.8091498466846984
1470,-0.5487206934492611
1480,-0.43996556005289633
1490,-0.5103400213194841
1500,-0.7397496230742282
1510,-0.8621105101088646
1520,-1.2357459622071287
1530,-0.2622415281182163
1540,-0.8981774132802375
1550,-0.8567008556673594
1560,-0.23446588568632845
1570,-0.06913222235795613
1580,-0.9146519547699269
1590,-0.6771065269024423
1600,-0.2049718885535913
1610,-0.43476782368467604
